title,summary,n_enrolled,course_type,Level,subject,language,course_length,price,price_level
Introducción a la Inteligencia Artificial: Principales Algoritmos,"Aprende cómo funcionan los algoritmos de inteligencia artificial que hacen posible los chatbos, automóviles autónomos, el reconocimiento de voz y más.",0,Self-paced on your time,Introductory,Computer Science,Español,4,49,Low
Digital Security and Human Rights,Claim your rights and protect yourself online,11443,Self-paced on your time,Introductory,Social Sciences,English,3,49,Low
Critical thinking: reasoned decision making,Learn to analyze events with intellectual rigor. Identify how reasoned decisions help cope with change.,6923,Self-paced on your time,Introductory,Business & Management,English,4,149,Medium
Introduction to the Internet of Things,This is a preliminary course in which we deal with the basics of electronics and programming using Arduino and ESP boards.,7581,Self-paced on your time,Introductory,Electronics,English,6,50,Low
Trading - Fundamentals of Technical Analysis,Learn how to apply technical analysis as a standalone trading methodology or as a supplement to fundamental analysis using tools that are based on price action and other technical principles.,0,Self-paced on your time,Introductory,Economics & Finance,English,6,199,High
Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,,20261,Self-paced on your time,Introductory,Medicine,Español,6,49,Low
Design Thinking: Empathizing to Understand the Problem,"Learn how to identify and understand product or business problems through active listening, empathy and user-focused research.",13340,Self-paced on your time,Intermediate,Business & Management,English,6,299,High
Storytelling in the Workplace,Learn how to craft messages and narratives that will resonate with your target audience to create your desired outcome.,0,Self-paced on your time,Introductory,Communication,English,3,199,High
Marketing Analytics: Price and Promotion Analytics,This course is part of a MicroMasters® Program,41021,Self-paced on your time,Intermediate,Computer Science,English,4,249,High
Implementation of Data Structures,"Learn how to write correct and efficient data structures manipulation using existing standard template library (STL) of C++. Get introduced to the power of STL and make your code more solid, reusable, and robust.",27761,Self-paced on your time,Intermediate,Computer Science,English,6,149,Medium
Activism and Citizen Journalism through Media,Learn how to use media to promote a social cause.,7460,Self-paced on your time,Introductory,Communication,English,4,49,Low
Electric and Conventional Vehicles,Learn how electric and conventionalpowertrains work and methods to analysetheir performance and energy consumption.,22089,Instructor-led on a course schedule,Advanced,Engineering,English,6,249,High
Big Data Fundamentals,"Learn how big data is driving organisational change and essential analytical tools and techniques, including data mining and PageRank algorithms.",40106,Self-paced on your time,Intermediate,Computer Science,English,10,199,High
Sustainable Food Security: The value of systems thinking,Learn how to solve the 'Rubik's cube' of systems thinking and how it's applied to improve the environmental sustainability of food production systems!,26600,Self-paced on your time,Introductory,Biology & Life Sciences,English,6,49,Low
Knowledge Management and Big Data in Business,,69064,Self-paced on your time,Introductory,Business & Management,English,8,50,Low
Uso efectivo del tiempo,Aprende en este curso en línea a desarrollar hábitos apropiados para la administración correcta del tiempo.,6409,Self-paced on your time,Introductory,Economics & Finance,Español,6,49,Low
C Programming: Pointers and Memory Management,Continue building your coding skills along your path to becoming a proficient C programmer by mastering the concept of pointers and memory management. Receive instant feedback on your code right within your browser.,19171,Self-paced on your time,Introductory,Computer Science,English,7,49,Low
Astrophysics: The Violent Universe,"Explore the deadliest places in the universe, from black holes to supernovae.",65711,Self-paced on your time,Intermediate,Physics,English,10,50,Low
Landscape Ecology,"This is the first MOOC to teach Landscape Ecology. Participants learn theory, methods and tools to understand the landscapes we live in and to solve landscape-related environmental problems.",8644,Self-paced on your time,Intermediate,Environmental Studies,English,14,50,Low
IoT Programming and Big Data,Learn how to apply software solutions for different systems and Big Data needs to your IoT designs.,21591,Self-paced on your time,Introductory,Computer Science,English,5,199,High
AWS: Getting Started with Cloud Security,Let AWS Solutions Architects start you on your journey to secure your cloud resources.,8192,Self-paced on your time,Introductory,Computer Science,English,4,49,Low
Introducción a la gravedad cuántica de lazos,"Aprende sobre la gravedad cuántica de lazos o bucles, uno de los enfoques que se están estudiando para aplicar las reglas de la mecánica cuántica al campo gravitatorio descrito por la teoría de la relatividad general de Albert Einstein.",7360,Self-paced on your time,Introductory,Science,Español,5,50,Low
Introduction to the Music Business,"Learn the latest about the rapidly changing music industry from recording, publishing, and distribution to legal issues confronting music commerce.",46607,Self-paced on your time,Introductory,Business & Management,English,6,49,Low
Introducción a la programación en C: Tipos de datos y estructuras,This course is part of a Professional Certificate,13480,Self-paced on your time,Introductory,Computer Science,Español,4,49,Low
Visualización de Datos y Storytelling,"Aprende en este curso en línea que es la visualización de datos, sus usos; los elementos que la conforman y la forma de poder utilizarla para el apoyo en la toma de las mejores decisiones para las empresas basadas en el análisis de datos.",5980,Self-paced on your time,Intermediate,Data Analysis & Statistics,Español,4,49,Low
